Date,Open,High,Low,Close,Volume
2019-03-27 20:00:00,124.34,124.394,124.271,124.323,0
2019-03-27 21:00:00,124.321,124.376,124.27,124.349,0
2019-03-27 22:00:00,124.348,124.348,124.245,124.251,0
2019-03-27 23:00:00,124.252,124.314,124.213,124.264,0
2019-03-28 00:00:00,124.264,124.346,124.249,124.282,0
2019-03-28 01:00:00,124.282,124.336,124.208,124.331,0
2019-03-28 02:00:00,124.331,124.333,124.052,124.064,0
2019-03-28 03:00:00,124.064,124.091,123.805,123.873,0
2019-03-28 04:00:00,123.873,124.036,123.862,123.991,0
2019-03-28 05:00:00,123.991,124.045,123.931,123.997,0
2019-03-28 06:00:00,123.997,124.032,123.948,123.981,0
2019-03-28 07:00:00,123.981,123.997,123.879,123.91,0
2019-03-28 08:00:00,123.91,123.992,123.866,123.947,0
2019-03-28 09:00:00,123.948,124.089,123.645,123.7,0
2019-03-28 10:00:00,123.7,124.124,123.657,124.086,0
2019-03-28 11:00:00,124.086,124.319,124.04,124.17,0
2019-03-28 12:00:00,124.17,124.177,124.05,124.126,0
2019-03-28 13:00:00,124.126,124.127,123.8,123.871,0
2019-03-28 14:00:00,123.873,124.113,123.849,124.006,0
2019-03-28 15:00:00,124.006,124.31,123.972,124.252,0
2019-03-28 16:00:00,124.252,124.42,124.252,124.315,0
2019-03-28 17:00:00,124.315,124.34,124.146,124.208,0
2019-03-28 18:00:00,124.207,124.224,124.047,124.184,0
2019-03-28 19:00:00,124.184,124.251,124.114,124.218,0
2019-03-28 20:00:00,124.218,124.241,124.112,124.127,0
2019-03-28 21:00:00,124.128,124.185,124.071,124.096,0
2019-03-28 22:00:00,124.096,124.244,124.084,124.126,0
2019-03-28 23:00:00,124.125,124.216,124.116,124.192,0
2019-03-29 00:00:00,124.196,124.268,124.184,124.237,0
2019-03-29 01:00:00,124.237,124.292,124.2,124.23,0
2019-03-29 02:00:00,124.232,124.551,124.156,124.5,0
2019-03-29 03:00:00,124.5,124.548,124.343,124.352,0
2019-03-29 04:00:00,124.353,124.415,124.32,124.386,0
2019-03-29 05:00:00,124.386,124.389,124.298,124.321,0
2019-03-29 06:00:00,124.321,124.464,124.253,124.373,0
2019-03-29 07:00:00,124.371,124.439,124.308,124.398,0
2019-03-29 08:00:00,124.398,124.415,124.231,124.236,0
2019-03-29 09:00:00,124.236,124.399,124.196,124.358,0
2019-03-29 10:00:00,124.357,124.459,124.259,124.377,0
2019-03-29 11:00:00,124.377,124.42,124.21,124.212,0
2019-03-29 12:00:00,124.211,124.364,124.136,124.323,0
2019-03-29 13:00:00,124.323,124.564,124.309,124.367,0
2019-03-29 14:00:00,124.367,124.554,124.351,124.452,0
2019-03-29 15:00:00,124.452,124.538,124.378,124.416,0
2019-03-29 16:00:00,124.417,124.631,124.353,124.455,0
2019-03-29 17:00:00,124.455,124.552,124.183,124.251,0
2019-03-29 18:00:00,124.25,124.396,124.25,124.394,0
2019-03-29 19:00:00,124.394,124.395,124.209,124.289,0
2019-03-29 20:00:00,124.291,124.378,124.262,124.267,0
2019-03-29 21:00:00,124.267,124.329,124.253,124.294,0
2019-03-29 22:00:00,124.294,124.319,124.27,124.275,0
